1995;1995047;Libya;;434;C;207.135;..;..;101;95;1.200;..;..;..;..;..;..;206;..;447;707;..;..;429;59;..;336;598;..;..;..;..;..;62;..;162;..;..;..;..;..;..;..;..;601;..;..;..;250;..;..;507;..;..;..;335;49;..;..;148;..;..;..;..;..;..;97;309;301;..;..;..;4.614;246;..;535;..;781;..;..;..;303;2.813;..;..;..;..;..;7.540;119;..;1.538;..;..;..;..;..;..;4;..;..;..;..;164;..;936;1.375;133;11.052;..;..;..;4.153;..;1.164;4.947;201;92;..;2.296;..;..;..;3.711;..;..;..;..;..;..;..;..;1.957;..;100;..;..;..;87;..;..;..;..;86;..;..;..;1.648;..;..;..;..;..;1.068;..;..;..;38;454;..;..;113;389;441;..;..;..;..;..;1.427;403;..;..;323;213;..;..;290;9.861;..;..;..;..;..;..;..;..;..;6.197;172;..;..;72;125;..;..;..;..;13.935;199;1.307;420;202;73.835;10.616;..;..;327;1.371;7.080;76;..;425;..;..;..;..;..;881;531;26;..;..;..;230;606;3.054;68;5.916;..;..;47;..;..;..;..;..;4.803;..;..
1995;1995048;Morocco;;504;C;24.096;1.393;3.406;..;..;4.033;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;421;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;564;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;557;..;..;..;..;..;..;..;..;..;6.609;..;..;..;..;..;432;..;..;..;..;..;..;..;..;295;..;..;..;..;..;..;..;..;..;..;514;..;..;..;568;..;..;..;..;..;..;..;..;..;..;405;..;..;352;..;..;..;..;..;..;..;..;..;..;..;477;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;541;..;..;..;..;..;..;..;..;..;..;..;1.230;..;..;..;..;..;..;..;614;..;..;..;..;..;..;..;..;774;..;..;..;..;..;..;..;363;..;548;..;..;..;..;..;..;..;..;..;..;..
1995;1995049;Sudan;3;729;B R;527.695;..;16.462;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8.859;64.519;..;..;829;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.823;..;..;..;..;..;10.611;..;..;119.472;..;254.193;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.116;..;..;..;..;..;..;..;..;..;..;..;3.026;..;..;..;..;..;..;..;..;1.184;..;..;..;..;..;..;..;523;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11.478;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28.589;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995050;Tunisia;;788;C;18.822;1.129;1.858;..;..;6.796;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;272;..;..;..;..;..;..;..;..;..;..;..;..;299;..;..;..;..;..;..;..;..;..;1.910;..;..;..;..;..;446;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;801;..;..;..;..;..;..;..;..;..;..;..;..;..;604;..;..;..;..;..;..;..;98;..;..;..;185;..;..;..;..;..;..;..;..;3.590;..;..;..;..;..;..;..;..;..;..;59;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;161;..;..;..;..;..;..;..;..;..;..;..;..;..;311;..;..;..;..;..;187;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;116;..;..;..;..;..;..;..;..;..;..;..
1995;1995051;Western Sahara;;732;I;1.338;20;33;..;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;84;..;..;..;..;..;..;..;..;..;..;..;..;..;..;212;348;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;81;..;..;..;78;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;457;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995052;Southern Africa;;913;;477.388;9.140;21.732;48;35;436;..;..;13.203;..;397;428;..;..;2.285;1.661;..;52;105;421;6;46;2.118;..;165;20;..;61;60;4.640;1.013;6;8;1.326;52;647;..;..;496;1.401;..;..;18;..;..;172;5.219;540;..;85;20;2.023;..;..;247;178;710;..;663;419;76;6.243;591;..;..;..;..;632;..;..;151;10;1.027;..;..;15;340;2.517;..;..;92;67;..;20.514;1.623;4;1.448;..;..;..;..;20;49;15;21;..;..;..;..;3;6.468;490;252;20;2.663;..;968;4.824;80;473;17;..;2.750;..;18;..;13;51;321;40.179;124;46;..;86;39;237;4.121;473;14;36;87;..;..;..;1.711;..;39;..;3;..;..;..;267;107.993;95;11.316;8;34;6.408;..;644;46;5;2.677;6;4;347;10;757;..;20;21;41;63;560;1.351;8.544;..;..;602;..;278;339;762;1.062;105;7;..;..;..;..;..;..;196;184;820;142;195;188;..;43;..;..;1.350;14.575;..;437;551;52;954;..;9.870;164;1.544;41;..;10;225;..;..;..;..;7;37;220;..;..;..;1.897;831;61;59.358;1.735;4.889;..;21;..;..;102;65;..;..;37;9.315;48.537
1995;1995053;Botswana;;72;C;16.651;209;1.814;..;..;..;..;..;433;..;..;..;..;..;56;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52;..;..;..;..;..;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;410;46;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;143;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.077;..;..;..;80;..;..;54;..;..;..;..;83;..;..;..;..;..;..;385;..;..;..;..;..;66;464;..;..;..;..;..;..;..;187;..;..;..;..;..;..;..;..;130;..;217;..;..;73;..;..;..;..;85;..;..;48;..;76;..;..;..;..;..;..;..;50;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19;..;..;..;..;..;..;..;3.239;..;..;228;..;..;..;66;48;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;184;..;..;1.112;348;147;..;..;..;..;..;..;..;..;..;1.458;3.527
1995;1995054;Lesotho;;426;C R;3.377;931;469;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;56;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;60;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9;..;1;..;..;..;..;..;..;..;..;..;..;..;..;118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.303;..;..;..;..;..;..;23;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;72;..;..;..;51;44;..;..;..;..;..;..;..;..;..;35;35
1995;1995055;Namibia;;516;B;54.062;439;1.249;36;..;361;..;..;8.490;..;397;44;..;..;464;397;..;52;49;17;..;..;129;..;124;..;..;..;..;478;440;..;..;33;52;215;..;..;29;148;..;..;..;..;..;13;1.241;..;..;..;..;662;..;..;13;..;571;..;..;73;..;2.330;52;..;..;..;..;95;..;..;..;..;203;..;..;..;79;417;..;..;..;67;..;7.393;83;..;..;..;..;..;..;..;29;..;..;..;..;..;..;..;330;79;17;..;44;..;67;643;..;99;..;..;778;..;..;..;..;..;25;92;..;25;..;..;33;..;243;..;..;..;..;..;..;..;89;..;..;..;..;..;..;..;..;83;..;..;..;..;373;..;29;..;..;539;..;..;49;..;25;..;..;..;..;..;220;155;250;..;..;29;..;..;19;266;224;..;..;..;..;..;..;..;..;..;17;..;49;124;..;..;..;..;..;39;6.010;..;199;..;..;155;..;152;76;349;..;..;..;60;..;..;..;..;..;..;19;..;..;..;334;49;..;1.404;788;860;..;..;..;..;..;..;..;..;..;1.505;10.084
1995;1995056;South Africa;;710;B R;392.724;7.333;17.710;12;35;75;..;..;4.272;..;..;384;..;..;1.764;1.264;..;..;56;404;6;46;1.989;..;41;20;..;61;60;4.077;573;6;8;1.293;..;419;..;..;467;1.200;..;..;18;..;..;159;3.881;540;..;85;20;1.357;..;..;234;178;139;..;663;346;76;3.494;493;..;..;..;..;537;..;..;151;10;823;..;..;15;261;2.100;..;..;92;..;..;12.978;1.505;4;1.448;..;..;..;..;20;20;15;21;..;..;..;..;3;4.943;411;235;20;2.539;..;901;4.127;80;374;17;..;1.889;..;18;..;13;51;296;39.650;122;21;..;86;6;171;3.397;473;14;36;87;..;..;..;1.435;..;39;..;3;..;..;..;267;102.126;95;11.098;8;34;5.962;..;615;46;5;2.053;6;4;250;10;538;..;20;21;41;63;340;1.196;8.244;..;..;573;..;278;320;496;833;105;7;..;..;..;..;..;..;196;167;820;74;71;188;..;43;..;..;1.306;..;..;238;323;52;799;..;9.629;40;1.195;41;..;10;165;..;..;..;..;7;37;201;..;..;..;1.304;782;61;56.842;548;3.783;..;21;..;..;102;65;..;..;37;6.317;34.891
1995;1995057;Swaziland;;748;B R;10.574;228;490;..;..;..;..;..;8;..;..;..;..;..;1;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;13;..;..;..;1;..;..;..;..;..;..;..;..;..;..;..;4;..;..;..;..;..;..;..;..;..;9;..;..;..;..;..;..;..;..;..;..;1;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52;2;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.645;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5;4.023;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3;..;..;..;..;55;..;..;..;..;..;..;..;..;..;..;..
1995;1995058;Western Africa;;914;;2.544.957;35.238;110.280;..;..;3.343;..;..;961;..;..;36;..;..;11;..;..;..;..;..;..;..;135;..;106.327;..;..;..;..;..;509;..;..;..;528.471;..;479;..;5.909;411;..;..;234;5.780;..;..;298;..;..;..;..;2.439;..;..;190.367;..;78;..;..;..;1;191;..;..;..;..;..;118;..;22;..;..;8;..;..;..;..;9.587;..;..;2.447;9.576;..;955;133.591;..;..;..;..;..;..;..;148.587;22.963;..;..;..;..;..;..;618;..;..;42;..;..;11;284;..;33;..;..;2;..;19;..;..;..;3.328;..;261.383;2.330;..;..;6;..;..;..;..;321.498;..;..;..;60.974;..;..;2;..;..;..;..;..;2.019;35;..;..;..;..;224;..;..;..;58.163;58.934;..;..;..;..;20;..;..;..;..;2;9;16;932;..;..;105;..;..;..;437;622;..;..;..;..;..;..;..;1.631;1.130;89.078;..;..;211.987;..;..;..;..;..;..;223;..;217;6;72;241;..;..;531;118;96;..;..;..;6;143.445;..;..;..;124;..;..;..;..;..;64;36;1.389;3;3.146;14;..;..;..;..;..;..;..;..;..;..
1995;1995059;Benin;;204;C B R;49.113;478;6.933;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.339;..;..;..;..;..;..;..;..;175;..;..;..;..;..;..;..;369;..;..;3.602;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;358;..;..;..;..;..;..;2.677;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;338;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10.165;8.694;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13.985;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995060;Burkina Faso;;854;B R;225.731;4.052;10.231;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.276;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;150.404;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19.874;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;26.605;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.096;1.695;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.125;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.373;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995061;Cabo Verde;;132;B;4.888;267;247;..;..;..;..;..;930;..;..;6;..;..;..;..;..;..;..;..;..;..;9;..;..;..;..;..;..;..;51;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;21;..;..;..;..;..;..;..;7;..;46;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;68;..;..;6;6;..;15;38;..;..;..;..;..;..;..;39;346;..;..;..;..;..;..;..;..;..;..;..;..;..;109;..;3;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6;..;..;..;..;6;..;..;..;..;..;..;2;..;..;..;..;..;..;35;..;..;..;..;33;..;..;..;..;57;..;..;..;..;..;..;..;..;..;2;..;..;505;..;..;..;..;..;..;37;..;..;..;..;..;..;..;..;1.620;..;168;..;..;15;..;..;..;..;..;..;..;..;20;..;..;..;..;..;..;11;..;..;..;..;6;..;..;..;..;..;..;..;..;..;..;18;..;10;..;109;14;..;..;..;..;..;..;..;..;..;..
1995;1995062;Côte d'Ivoire;;384;C B;925.684;8.021;9.264;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;26.086;..;..;..;..;..;..;..;..;..;490.477;..;137;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.866;..;..;55.150;..;..;..;..;..;..;..;62.417;154;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12.730;2.210;..;..;..;..;..;..;..;198.819;..;..;..;2.326;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14.026;18.236;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7.456;..;..;309;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15.000;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995063;Gambia;;270;B;68.842;544;1.091;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12.477;4.669;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;130;..;..;..;..;..;..;..;..;2.494;..;..;..;354;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;43.965;..;..;3.118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995064;Ghana;;288;B;125.456;1.686;3.773;..;..;2;..;..;..;..;..;..;..;..;11;..;..;..;..;..;..;..;..;..;4.033;..;..;..;..;..;3;..;..;..;17.063;..;..;..;21;78;..;..;..;2;..;..;20;..;..;..;..;..;..;..;2.222;..;..;..;..;..;..;8;..;..;..;..;..;9;..;..;..;..;8;..;..;..;..;50;..;..;..;6;..;..;..;..;..;..;..;..;..;..;27;..;..;..;..;..;..;..;177;..;..;..;..;..;11;48;..;11;..;..;2;..;..;..;..;..;205;..;6.700;..;..;..;..;..;..;..;..;960;..;..;..;3;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52;..;..;..;1.083;6.311;..;..;..;..;20;..;..;..;..;..;9;16;..;..;..;..;..;..;..;24;157;..;..;..;..;..;..;..;..;..;18;..;..;514;..;..;..;..;..;..;..;..;..;6;..;3;..;..;..;42;15;..;..;..;..;79.378;..;..;..;..;..;..;..;..;..;..;..;453;3;213;..;..;..;..;..;..;..;..;..;..;..
1995;1995065;Guinea;;324;C R;387.968;1.200;400;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;87;..;1.108;..;..;..;..;..;97;..;..;..;182;..;48;..;..;142;..;..;..;..;..;..;32;..;..;..;..;..;..;..;1.213;..;32;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;701;..;..;..;329;..;..;..;..;..;..;..;..;..;..;..;1.351;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;..;..;..;..;..;..;..;..;..;..;229.283;..;..;..;..;..;..;..;..;7.398;..;..;..;136;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;705;246;..;..;..;..;..;..;..;..;..;..;..;..;124;..;..;55;..;..;..;184;..;..;..;..;..;..;..;..;..;342;2.369;..;..;139.293;..;..;..;..;..;..;..;..;32;..;..;..;..;..;..;..;7;..;..;..;..;528;..;..;..;..;..;..;..;..;..;46;..;..;..;283;..;..;..;..;..;..;..;..;..;..;..
1995;1995066;Guinea-Bissau;;624;B R;14.128;264;290;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;283;..;..;28;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28;..;..;..;628;..;..;..;..;..;..;..;..;..;..;1.831;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;938;..;..;..;..;..;..;..;..;..;..;..;..;234;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;303;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8.892;..;..;259;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;150;..;..;..;..;..;..;..;..;..;..;..
1995;1995067;Liberia;;430;B;96.916;2.617;6.099;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;25;..;..;..;..;..;..;..;..;..;151;..;..;..;..;116;..;..;..;..;..;..;..;..;..;..;..;..;..;..;917;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;139;..;..;..;272;..;449;4.504;..;..;..;..;..;..;..;13.021;1.119;..;..;..;..;..;..;280;..;..;..;..;..;..;100;..;..;..;..;..;..;..;..;..;..;1.679;..;..;..;..;..;..;..;..;..;..;653;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;139;..;..;..;584;909;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;81;..;..;60.159;..;..;..;..;..;..;..;..;128;..;..;..;..;..;531;65;..;..;..;..;..;103;..;..;..;..;..;..;..;..;..;..;..;537;..;1.539;..;..;..;..;..;..;..;..;..;..;..
1995;1995068;Mali;;466;B R;85.316;883;7.980;..;..;235;..;..;31;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;236;..;..;..;..;..;..;..;..;..;9.989;..;..;..;267;..;..;..;143;..;..;..;45;..;..;..;..;2.014;..;..;28.484;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.270;..;..;2.175;284;..;..;1.107;..;..;..;..;..;..;..;9.038;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;303;..;..;..;..;..;..;..;..;..;..;..;..;10.447;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.207;760;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;126;..;..;..;..;..;..;..;..;..;..;6.174;..;..;625;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;383;..;..;..;..;..;..;..;..;..;..;..;..;..;110;..;..;..;..;..;..;..;..;..;..;..
1995;1995069;Mauritania;;478;C R;42.547;27;692;..;..;622;..;..;..;..;..;30;..;..;..;..;..;..;..;..;..;..;30;..;251;..;..;..;..;..;66;..;..;..;..;..;..;..;156;19;..;..;..;22;..;..;119;..;..;..;..;..;..;..;101;..;..;..;..;..;..;17;..;..;..;..;..;109;..;..;..;..;..;..;..;..;..;..;..;..;40;..;..;..;129;..;..;..;..;..;..;..;1.838;742;..;..;..;..;..;..;..;..;..;42;..;..;..;27;..;..;..;..;..;..;19;..;..;..;62;..;..;66;..;..;..;..;..;..;..;18.426;..;..;..;..;..;..;..;..;..;..;..;..;158;..;..;..;..;..;..;..;..;..;81;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;44;..;..;..;16;..;..;..;..;..;..;..;..;..;135;17.994;..;..;..;..;..;..;..;..;..;..;..;37;..;72;..;..;..;..;..;74;..;..;..;..;74;..;..;..;124;..;..;..;..;..;..;36;..;..;50;..;..;..;..;..;..;..;..;..;..;..
1995;1995070;Niger;;562;B R;76.248;1.129;3.675;..;..;142;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7.912;..;..;..;..;..;..;..;..;..;6.150;..;..;..;180;..;..;..;..;465;..;..;..;..;..;..;..;..;..;..;1.339;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.601;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54;..;..;..;..;..;..;..;32.289;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15.830;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;336;..;..;..;..;..;..;..;..;..;..;..;..;..;..;238;..;..;..;..;..;..;..;..;..;4.908;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995071;Nigeria;;566;C R;204.908;6.400;38.508;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52.026;..;..;..;..;..;..;..;..;..;..;..;..;..;4.595;..;..;..;..;4.985;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35.970;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.509;..;..;..;..;..;..;..;..;17.371;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17.639;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;696;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23.209;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995072;Saint Helena;4;654;B;176;10;8;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;123;..;..;..;..;..;..;..;..;..;..;..;..;..
1995;1995073;Senegal;;686;B R;140.489;6.857;13.715;..;..;2.342;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.541;..;..;..;..;..;292;..;..;..;..;..;..;..;547;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.158;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.256;..;..;..;2.530;..;380;349;..;..;..;..;..;..;..;16.644;14.534;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;340;..;..;..;..;..;..;..;..;..;..;14.382;..;..;..;47.395;..;..;..;..;..;..;..;..;1.861;..;..;..;..;..;..;..;..;..;702;195;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;653;..;..;..;6.969;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;490;..;..;..;..;..;..;..;..;..;..;..;..;..;357;..;..;..;..;..;..;..;..;..;..;..
